timestamp_utc,cpu_percent,rss_mib,gpu_index,device_memory_used_mib,process_tree_gpu_memory_mib
2026-08-26T03:59:30.358084+00:00,98.00,511.38,1,4,
2026-08-26T03:59:32.114785+00:00,39.30,577.57,1,4,386.00
2026-08-26T03:59:33.398188+00:00,88.00,880.33,1,488,478.00
2026-08-26T03:59:34.705417+00:00,100.10,945.69,1,488,486.00
2026-08-26T03:59:35.967592+00:00,100.10,1070.92,1,516,636.00
2026-08-26T03:59:37.251759+00:00,109.20,2191.49,1,1488,2094.00
2026-08-26T03:59:38.553722+00:00,103.00,2330.72,1,2104,2094.00
2026-08-26T03:59:39.880508+00:00,105.80,2356.96,1,2106,2096.00
2026-08-26T03:59:41.188483+00:00,100.30,2357.09,1,2106,2096.00
2026-08-26T03:59:42.464560+00:00,100.30,2357.08,1,2106,2096.00
2026-08-26T03:59:43.742821+00:00,100.40,2357.13,1,2106,2096.00
2026-08-26T03:59:45.051086+00:00,99.50,2357.14,1,2110,2100.00
2026-08-26T03:59:46.340750+00:00,99.80,2357.16,1,2112,2102.00
2026-08-26T03:59:47.639066+00:00,100.70,2357.13,1,2112,2102.00
2026-08-26T03:59:48.935297+00:00,100.60,2357.07,1,2112,2102.00
2026-08-26T03:59:50.257255+00:00,99.60,2357.07,1,2112,2102.00
2026-08-26T03:59:51.566367+00:00,100.00,2357.08,1,2112,2102.00
2026-08-26T03:59:52.883326+00:00,101.30,2357.10,1,2112,2102.00
2026-08-26T03:59:54.197840+00:00,99.70,2357.12,1,2112,2102.00
2026-08-26T03:59:55.487106+00:00,100.60,2357.14,1,2112,2102.00
2026-08-26T03:59:56.767823+00:00,100.30,2357.12,1,2112,2102.00
2026-08-26T03:59:58.083147+00:00,100.00,2357.02,1,2112,2102.00
2026-08-26T03:59:59.395372+00:00,100.00,2357.03,1,2112,2102.00
2026-08-26T04:00:00.710272+00:00,100.50,2357.02,1,2112,2102.00
2026-08-26T04:00:02.003124+00:00,99.90,2357.04,1,2112,2102.00
2026-08-26T04:00:03.310039+00:00,100.60,2357.03,1,2112,2102.00
2026-08-26T04:00:04.622374+00:00,99.90,2357.02,1,2112,2102.00
2026-08-26T04:00:05.919594+00:00,100.80,2357.04,1,2112,2102.00
2026-08-26T04:00:07.229010+00:00,99.80,2357.04,1,2112,2102.00
2026-08-26T04:00:08.519980+00:00,100.00,2357.04,1,2112,2102.00
2026-08-26T04:00:09.813343+00:00,100.40,2357.02,1,2112,2102.00
