timestamp_utc,cpu_percent,rss_mib,gpu_index,gpu_memory_used_mib
2026-08-24T16:08:42.761898+00:00,98.00,515.50,0,4
2026-08-24T16:08:43.903278+00:00,22.90,555.31,0,4
2026-08-24T16:08:45.049981+00:00,74.30,778.93,0,396
2026-08-24T16:08:46.175938+00:00,95.60,895.20,0,488
2026-08-24T16:08:47.325454+00:00,99.30,954.79,0,516
2026-08-24T16:08:48.492072+00:00,101.40,1867.79,0,594
2026-08-24T16:08:49.661072+00:00,99.90,2124.23,0,608
2026-08-24T16:08:50.825653+00:00,99.70,2147.91,0,630
2026-08-24T16:08:51.989220+00:00,100.40,2148.68,0,630
2026-08-24T16:08:53.154328+00:00,101.30,2214.01,0,630
2026-08-24T16:08:54.327729+00:00,100.20,2214.83,0,630
2026-08-24T16:08:55.474146+00:00,,,0,4
