timestamp_utc,cpu_percent,rss_mib,gpu_index,gpu_memory_used_mib
2026-08-24T16:04:25.133765+00:00,98.00,514.18,0,4
2026-08-24T16:04:26.261512+00:00,24.80,554.88,0,4
2026-08-24T16:04:27.448140+00:00,10.40,576.86,0,4
2026-08-24T16:04:28.595974+00:00,97.30,797.34,0,396
2026-08-24T16:04:29.759443+00:00,92.90,896.35,0,488
2026-08-24T16:04:31.083116+00:00,96.60,949.88,0,488
2026-08-24T16:04:32.246932+00:00,99.60,949.89,0,488
2026-08-24T16:04:33.411735+00:00,46.40,954.04,0,488
2026-08-24T16:04:34.611656+00:00,8.60,954.16,0,488
2026-08-24T16:04:35.777420+00:00,1.70,954.16,0,488
2026-08-24T16:04:36.943958+00:00,0.00,954.16,0,488
2026-08-24T16:04:38.112760+00:00,0.90,954.16,0,488
2026-08-24T16:04:39.274548+00:00,1.70,954.16,0,488
2026-08-24T16:04:40.428366+00:00,0.90,954.16,0,488
2026-08-24T16:04:41.602709+00:00,1.70,954.16,0,488
2026-08-24T16:04:42.785866+00:00,29.10,1092.31,0,504
2026-08-24T16:04:43.952140+00:00,100.70,1901.84,0,600
2026-08-24T16:04:45.115597+00:00,99.90,1980.38,0,614
2026-08-24T16:04:46.265435+00:00,99.20,2089.71,0,628
2026-08-24T16:04:47.422524+00:00,100.10,2422.29,0,636
2026-08-24T16:04:48.583851+00:00,99.90,2463.34,0,638
2026-08-24T16:04:49.750323+00:00,100.40,2520.23,0,704
2026-08-24T16:04:50.915983+00:00,100.40,2520.52,0,704
2026-08-24T16:04:52.084176+00:00,100.30,2724.20,0,708
2026-08-24T16:04:53.253382+00:00,100.00,2782.11,0,710
2026-08-24T16:04:54.425818+00:00,98.90,2782.12,0,710
2026-08-24T16:04:55.558637+00:00,100.50,2782.12,0,710
2026-08-24T16:04:56.689554+00:00,100.10,2822.44,0,722
2026-08-24T16:04:57.852348+00:00,99.70,2822.44,0,722
2026-08-24T16:04:59.021697+00:00,100.00,2823.75,0,722
2026-08-24T16:05:00.224107+00:00,100.20,2823.75,0,722
2026-08-24T16:05:01.389581+00:00,103.30,2847.63,0,722
2026-08-24T16:05:02.557098+00:00,100.20,2848.13,0,722
2026-08-24T16:05:03.718371+00:00,100.00,2848.24,0,722
2026-08-24T16:05:04.884759+00:00,100.30,2848.25,0,688
