timestamp_utc,cpu_percent,rss_mib,gpu_index,gpu_memory_used_mib
2026-08-31T09:22:39.511688+00:00,97.70,500.42,2,4
2026-08-31T09:22:40.686450+00:00,25.60,542.39,2,4
2026-08-31T09:22:41.831046+00:00,74.50,755.04,2,396
2026-08-31T09:22:42.992917+00:00,93.50,872.85,2,488
2026-08-31T09:22:44.151655+00:00,99.60,927.75,2,488
2026-08-31T09:22:45.310207+00:00,98.20,934.20,2,488
2026-08-31T09:22:46.476810+00:00,100.50,934.22,2,488
2026-08-31T09:22:47.640021+00:00,100.20,934.23,2,488
2026-08-31T09:22:48.794022+00:00,99.50,934.24,2,488
2026-08-31T09:22:49.952366+00:00,100.10,934.24,2,488
2026-08-31T09:22:51.112777+00:00,100.20,934.24,2,488
2026-08-31T09:22:52.266686+00:00,99.90,934.24,2,488
2026-08-31T09:22:53.419850+00:00,100.10,934.24,2,488
2026-08-31T09:22:54.568097+00:00,100.10,934.24,2,488
2026-08-31T09:22:55.715878+00:00,99.30,934.25,2,488
2026-08-31T09:22:56.868110+00:00,100.10,934.25,2,488
2026-08-31T09:22:58.018548+00:00,99.80,934.25,2,488
2026-08-31T09:22:59.168256+00:00,100.90,934.25,2,488
2026-08-31T09:23:00.319027+00:00,99.20,934.25,2,488
2026-08-31T09:23:01.472417+00:00,101.60,934.25,2,488
2026-08-31T09:23:02.623682+00:00,99.80,934.25,2,488
2026-08-31T09:23:03.775162+00:00,99.90,934.25,2,488
2026-08-31T09:23:04.892288+00:00,100.40,934.25,2,488
2026-08-31T09:23:06.033334+00:00,100.00,934.25,2,488
2026-08-31T09:23:07.180716+00:00,99.30,934.25,2,488
2026-08-31T09:23:08.333398+00:00,100.60,934.26,2,488
2026-08-31T09:23:09.446932+00:00,99.40,934.26,2,488
2026-08-31T09:23:10.592041+00:00,99.90,934.26,2,488
2026-08-31T09:23:11.744771+00:00,99.70,934.26,2,488
2026-08-31T09:23:12.898183+00:00,100.60,934.26,2,488
2026-08-31T09:23:14.050413+00:00,99.80,934.26,2,488
2026-08-31T09:23:15.202912+00:00,99.80,934.26,2,488
2026-08-31T09:23:16.430017+00:00,100.80,1053.50,2,488
