timestamp_utc,cpu_percent,rss_mib,gpu_index,gpu_memory_used_mib
2026-08-31T09:22:39.505137+00:00,98.00,500.20,3,4
2026-08-31T09:22:40.651742+00:00,26.70,542.54,3,4
2026-08-31T09:22:41.798204+00:00,74.80,755.38,3,396
2026-08-31T09:22:42.958905+00:00,92.90,871.68,3,488
2026-08-31T09:22:44.118424+00:00,99.20,926.65,3,488
2026-08-31T09:22:45.276782+00:00,98.50,934.39,3,488
2026-08-31T09:22:46.434143+00:00,100.00,934.39,3,488
2026-08-31T09:22:47.584417+00:00,101.50,934.39,3,488
2026-08-31T09:22:48.734063+00:00,99.90,934.39,3,488
2026-08-31T09:22:49.889674+00:00,99.60,934.40,3,488
2026-08-31T09:22:51.043008+00:00,99.70,934.40,3,488
2026-08-31T09:22:52.197022+00:00,99.70,934.40,3,488
2026-08-31T09:22:53.350358+00:00,100.50,934.41,3,488
2026-08-31T09:22:54.464539+00:00,99.40,934.41,3,488
2026-08-31T09:22:55.580980+00:00,100.40,934.41,3,488
2026-08-31T09:22:56.695766+00:00,99.50,934.42,3,488
2026-08-31T09:22:57.813709+00:00,100.30,934.42,3,488
2026-08-31T09:22:58.953532+00:00,100.00,934.42,3,488
2026-08-31T09:23:00.107322+00:00,100.60,934.42,3,488
2026-08-31T09:23:01.213902+00:00,100.10,934.42,3,488
2026-08-31T09:23:02.351359+00:00,99.50,934.42,3,488
2026-08-31T09:23:03.502983+00:00,100.60,934.42,3,488
2026-08-31T09:23:04.656493+00:00,99.80,934.42,3,488
2026-08-31T09:23:05.810560+00:00,99.70,934.42,3,488
2026-08-31T09:23:06.963792+00:00,100.60,934.42,3,488
2026-08-31T09:23:08.117916+00:00,99.70,934.43,3,488
2026-08-31T09:23:09.269557+00:00,99.80,934.43,3,488
2026-08-31T09:23:10.423399+00:00,99.70,934.43,3,488
2026-08-31T09:23:11.526675+00:00,100.10,934.43,3,488
2026-08-31T09:23:12.664125+00:00,99.80,934.43,3,488
2026-08-31T09:23:13.817816+00:00,101.50,934.43,3,488
2026-08-31T09:23:14.972595+00:00,99.60,934.43,3,488
2026-08-31T09:23:16.198895+00:00,99.50,0.00,3,4
