timestamp_utc,cpu_percent,rss_mib,gpu_index,gpu_memory_used_mib
2026-08-31T09:25:23.068202+00:00,99.10,508.71,3,4
2026-08-31T09:25:24.274796+00:00,38.00,571.89,3,4
2026-08-31T09:25:25.413046+00:00,94.30,792.50,3,396
2026-08-31T09:25:26.572326+00:00,95.60,888.30,3,488
2026-08-31T09:25:27.731161+00:00,100.10,943.29,3,488
2026-08-31T09:25:28.894846+00:00,100.80,943.31,3,488
2026-08-31T09:25:30.045047+00:00,99.80,943.33,3,488
2026-08-31T09:25:31.195274+00:00,99.90,943.33,3,488
2026-08-31T09:25:32.346719+00:00,100.00,943.33,3,488
2026-08-31T09:25:33.503056+00:00,99.10,943.33,3,488
2026-08-31T09:25:34.656930+00:00,100.20,943.33,3,488
2026-08-31T09:25:35.811491+00:00,100.50,943.34,3,488
2026-08-31T09:25:36.967685+00:00,99.60,943.34,3,488
2026-08-31T09:25:38.121588+00:00,100.30,943.34,3,488
2026-08-31T09:25:39.246007+00:00,99.60,943.34,3,488
2026-08-31T09:25:40.391655+00:00,100.70,943.34,3,488
2026-08-31T09:25:41.542078+00:00,100.60,943.35,3,488
2026-08-31T09:25:42.697140+00:00,99.60,943.35,3,488
2026-08-31T09:25:43.848510+00:00,99.90,943.35,3,488
2026-08-31T09:25:45.004054+00:00,100.40,943.35,3,488
2026-08-31T09:25:46.160257+00:00,100.30,943.35,3,488
2026-08-31T09:25:47.315035+00:00,99.60,943.35,3,488
2026-08-31T09:25:48.470591+00:00,100.40,943.35,3,488
2026-08-31T09:25:49.626926+00:00,99.50,943.35,3,488
2026-08-31T09:25:50.783925+00:00,100.30,943.35,3,488
2026-08-31T09:25:51.942025+00:00,100.30,943.35,3,488
2026-08-31T09:25:53.092195+00:00,99.70,943.35,3,488
2026-08-31T09:25:54.236372+00:00,99.50,943.35,3,488
2026-08-31T09:25:55.390150+00:00,100.60,943.35,3,488
2026-08-31T09:25:56.543589+00:00,99.70,943.35,3,488
2026-08-31T09:25:57.664804+00:00,100.00,943.35,3,488
2026-08-31T09:25:58.795585+00:00,98.80,951.71,3,514
2026-08-31T09:25:59.941341+00:00,85.60,1389.92,3,624
2026-08-31T09:26:01.093477+00:00,92.90,2120.92,3,718
2026-08-31T09:26:02.248377+00:00,96.90,2151.98,3,738
2026-08-31T09:26:03.397324+00:00,98.50,2153.33,3,738
2026-08-31T09:26:04.548922+00:00,101.50,2203.36,3,738
2026-08-31T09:26:05.696915+00:00,98.50,2221.73,3,738
2026-08-31T09:26:06.850446+00:00,99.80,2222.54,3,738
2026-08-31T09:26:08.011317+00:00,100.60,2222.54,3,738
2026-08-31T09:26:09.155387+00:00,97.20,0.00,3,4
