timestamp_utc,cpu_percent,rss_mib,gpu_index,gpu_memory_used_mib
2026-08-24T16:05:30.990441+00:00,97.70,514.48,0,4
2026-08-24T16:05:32.123340+00:00,24.40,555.23,0,4
2026-08-24T16:05:33.267736+00:00,54.70,720.84,0,396
2026-08-24T16:05:34.435731+00:00,96.30,891.37,0,488
2026-08-24T16:05:35.605445+00:00,99.80,951.46,0,488
2026-08-24T16:05:36.773322+00:00,99.50,1876.07,0,600
2026-08-24T16:05:37.934136+00:00,101.70,2013.21,0,616
2026-08-24T16:05:39.103557+00:00,99.40,2383.15,0,634
2026-08-24T16:05:40.269482+00:00,99.90,2460.46,0,634
2026-08-24T16:05:41.438704+00:00,101.10,2559.11,0,708
2026-08-24T16:05:42.604001+00:00,99.40,2559.60,0,708
2026-08-24T16:05:43.769866+00:00,99.70,2610.07,0,710
2026-08-24T16:05:44.925856+00:00,100.40,2610.07,0,710
2026-08-24T16:05:46.094225+00:00,100.10,2642.57,0,720
2026-08-24T16:05:47.269395+00:00,100.20,2828.14,0,722
2026-08-24T16:05:48.439678+00:00,100.20,2841.98,0,722
2026-08-24T16:05:49.597644+00:00,102.70,2883.83,0,722
2026-08-24T16:05:50.752772+00:00,100.30,2910.83,0,722
2026-08-24T16:05:51.897273+00:00,100.90,0.00,0,682
