timestamp_utc,cpu_percent,rss_mib,gpu_index,gpu_memory_used_mib
2026-08-31T09:27:57.373027+00:00,97.70,509.68,4,4
2026-08-31T09:27:58.503666+00:00,23.90,550.29,4,4
2026-08-31T09:27:59.637210+00:00,80.50,773.78,4,396
2026-08-31T09:28:00.793783+00:00,93.40,887.29,4,488
2026-08-31T09:28:01.946888+00:00,99.80,940.96,4,488
2026-08-31T09:28:03.106688+00:00,100.30,941.05,4,488
2026-08-31T09:28:04.263440+00:00,99.50,949.34,4,502
2026-08-31T09:28:05.417697+00:00,101.10,1706.61,4,614
2026-08-31T09:28:06.577102+00:00,100.10,2122.13,4,692
2026-08-31T09:28:07.737709+00:00,100.00,2122.13,4,692
2026-08-31T09:28:08.893600+00:00,99.50,2149.80,4,712
2026-08-31T09:28:10.052044+00:00,100.80,2150.17,4,712
2026-08-31T09:28:11.212939+00:00,102.70,2189.39,4,712
2026-08-31T09:28:12.346584+00:00,97.90,2206.43,4,712
2026-08-31T09:28:13.464556+00:00,101.00,2206.43,4,712
2026-08-31T09:28:14.607254+00:00,99.80,2187.74,4,674
