timestamp_utc,cpu_percent,rss_mib,gpu_index,gpu_memory_used_mib
2026-08-24T16:08:21.747905+00:00,97.10,515.29,0,4
2026-08-24T16:08:22.886597+00:00,22.80,555.12,0,4
2026-08-24T16:08:24.028979+00:00,85.60,791.17,0,396
2026-08-24T16:08:25.195317+00:00,96.30,896.33,0,488
2026-08-24T16:08:26.360825+00:00,100.40,1029.76,0,516
2026-08-24T16:08:27.525820+00:00,100.40,2123.43,0,726
2026-08-24T16:08:28.649501+00:00,100.40,2124.43,0,726
2026-08-24T16:08:29.837219+00:00,99.70,2150.39,0,726
2026-08-24T16:08:30.993974+00:00,104.20,2215.74,0,726
2026-08-24T16:08:32.156711+00:00,99.90,2221.12,0,726
2026-08-24T16:08:33.320396+00:00,100.50,2221.13,0,670
